Pirgua|EL RUBI|SAN ROQUE|EL ARRAYAN
Runta|||SAN BARTOLOME
La Colorada|KR 6 75 53||X
undefined|EL ARRABAL|EL ARRABAL|MJ
Pirgua|LA VILLITA||DE TERRENO
undefined|EL ARRABAL|EL ARRABAL|LC 3
Pirgua|EL CERCADO 2||PAREDES
Pirgua||VIA DE ACCESO|A
La Cascada|LA VILLITA|GLOBO 2|B
Pirgua|LA VILLITA||LC C
Runta Parte Alta|AGUA NUEVA||AGUA NUEVA
Runta Parte Alta|BUENAVISTA LC 4||VILLA LEONOR LC 5
Runta Parte Alta|||AGUADITA Y SAN LUIS
Runta Parte Alta|||LOS SANTOS REYES
Porvenir|SOL Y SOMBRA||XXX
Runta Parte Alta|EL POTRERITO||EL POTRERITO
Runta Parte Alta||SOL Y SOMBRA|SAN MIGUEL
Runta Parte Alta|LA QUIN|EL ARRABAL|SANTA CATALINA
Runta Parte Alta|EL ARRABAL|EL ARRABAL|LAS MANITAS LC 1
Runta|||CA
Porvenir||SIBERIA|DON CORNELIO
Pirgua|VILLA CAROLA||PIEDRAPARADA
Pirgua|||20764
Pirgua|||21058
Chorro Blanco - La Primavera|LA ACACIA||SAN JORGE
Chorro Blanco - La Primavera|LA ACACIA||EL CHITAL
Runta|TRAYECTO 12|LOS JOVALITOS|31818
Baron Gallero|COREA|EL ARRABAL|LA LOMITA
Baron Gallero|COREA|EL ARRABAL|LA CONFORMIDAD
Baron Gallero|EL CAMPAMENTO VD RUNTA|LA MANGUITA|EL CERRITO
Baron Gallero|||LA CORTADERA
Chorro Blanco - La Primavera|LA ACACIA||MARCELINO
Chorro Blanco - La Primavera|LA ACACIA|EL ARRABAL|MONSERRATE
Baron Gallero|SAN JUAN|EL SALITRE GRANDE|SANTA SUSANA
Chorro Blanco - La Primavera|EL SALITRE GRANDE|SAN JUAN|LA PALMA
Baron Gallero|LA HC|SAN JUAN|LA HC
Chorro Blanco - La Primavera|CA|EL ARRAYAN|EL OJO DE AGUA
Baron Germania||EL ARRABAL|EL POTRERITO
Baron Germania|MENORIA||SANTA PAULA
Baron Germania||EL ARRABAL|SAN ANTONIO
Baron Germania||10 E 001|SANTA RITA
Baron Germania|10 E 001||10 E 001
Baron Germania|SAN FRANCISCO|MALMO|ESCUELA BARON GERMANIA
Baron Gallero|SAN AGUSTIN|LA MANGUITA|SAN AGUSTIN
Chorro Blanco - La Primavera|||EL POVENIR
Baron Germania|LA FLORESTA||LA FLORESTA
Chorro Blanco - La Primavera||EL ARRABAL|CAMPOHERMOSO
Baron Gallero|COREA|CA|EL EUCALIPTUS
Baron Gallero|CA|COREA|SAN MARTIN
Baron Gallero|COREA||PALMIRA
Baron Gallero|COREA|EL ARRABAL|EL MIRADOR
Baron Germania||EL ARRABAL|SANTA CLARA
Baron Germania|MENORIA|EL ARRABAL|MENORIA
Baron Germania||EL ARRABAL|LA PLAYITA
Baron Germania|||SANTA TERESA
Baron Gallero|||LA PLAYA
Baron Germania||SAN FRANCISCO|EL MOLINO
Baron Germania||EL ARRABAL|LAS ACASIAS
Baron Gallero|SANTA LUCIA|EL EDEN|LA FAGUA
Baron Gallero|EL VOLADOR|EL ARRABAL|EL CHOCO
Baron Gallero|EL VOLADOR|LAS MANITAS|LA ERA
Baron Gallero|SANTA LUCIA|EL ARRABAL|LA FALDA
Chorro Blanco - La Primavera|QUEBRADA HONDA|EL CAMPAMENTO VD RUNTA|LOZANIA
Baron Gallero|EL VOLADOR|LAS MANITAS|CARTAGENA
Chorro Blanco - La Primavera|||EL PUERTO
Chorro Blanco - La Primavera|LA LAGUNA|EL LAUREL|VISTA HERMOSA
Chorro Blanco - La Primavera|EL LAUREL|EL ARRABAL|VISTA HERMOSA
Chorro Blanco - La Primavera|LA LAGUNA|EL ARRABAL|WILCHES
Chorro Blanco - La Primavera||EL ARRABAL|LA LADERA
Chorro Blanco - La Primavera|EL ALIZAL||EL ALIZAL
Chorro Blanco - La Primavera|||EL MORTINO
Chorro Blanco - La Primavera|||EL DURAZNO
Chorro Blanco - La Primavera|||EL LLANITO
Baron Gallero|SAN SEBASTIAN|EL CAMPAMENTO VD RUNTA|SAN SEBASTIAN
Chorro Blanco - La Primavera|EL ABANDONO|EL RETIRO|EL ABANDONO
Chorro Blanco - La Primavera|LA ACACIA|EL ALIZAL|EL PORVENIR
La Hoya||EL ARRABAL|40094
Chorro Blanco - La Primavera|EL CAMPAMENTO VD RUNTA||LA VEGUITA
Chorro Blanco - La Primavera|EL CAMPAMENTO VD RUNTA||ALTAMIRA EL TUNO
Chorro Blanco - La Primavera|EL CAMPAMENTO VD RUNTA||EL RECUERDO
Baron Gallero|SAN MATEO|EL MORTINO|BUENA VISTA
Baron Gallero|CA|EL ARRABAL|LA VEGUITA
Baron Gallero|CA|COREA|MEDELLIN
Baron Gallero||EL CAMPAMENTO VD RUNTA|EL TUNO
La Hoya|SAN CAYETANO||40257
Chorro Blanco - La Primavera|EL GIRASOL|LOMA LINDA|EL GIRASOL
Chorro Blanco - La Primavera|LA FRONTERA||EL CAMPIN
Chorro Blanco - La Primavera|||SANTA CLARA
Chorro Blanco - La Primavera|LA ACACIA||EL LLANO DE MONJAS
Baron Germania|EL RECREO|EL ARRABAL|EL RECREO
Baron Gallero|CA|COREA|SANTA ANA
Baron Gallero|COREA|CA|EL DP
Baron Gallero|LLANITO|EL ARRABAL|RIVETE
Baron Germania|SCIR OA|EL ARRABAL|LAS PALMAS
Porvenir|EL ARRABAL|EL ARRABAL|50527
Baron Gallero|EL CAMPAMENTO VD RUNTA||LC 2
Baron Germania|SCIR OA|EL ARRABAL|SAN GERMAN
Chorro Blanco - La Primavera|LA FRONTERA|EL ARRABAL|LUCITANIA
Chorro Blanco - La Primavera|EL FRAILEJON|EL ARRABAL|LAS ACACIAS
Baron Germania|||LA CASCAJERA
Chorro Blanco - La Primavera|EL NARANJITO||EL NARANJITO
Porvenir|||50804
Porvenir|SIBERIA|EL ARRABAL|50079
Runta Parte Alta|||31177
undefined|||21066
undefined|EL ARRABAL|EL ARRABAL|20133
undefined|EL ARRABAL|EL ARRABAL|21028
undefined|||21073
undefined|EL ARRABAL|EL ARRABAL|21371
La Esperanza|KM 1 SALIDA VILLA DE LEIVA||40657
Tras del alto|LA MESETA||LA CASTELLANA
La Esperanza|JUNIN||MEDIA LUNA
La Esperanza|KM 1 SALIDA VILLA DE LEIVA||40656
La Esperanza|KM 1 SALIDA VILLA DE LEIVA|LC 27 VILLA CAMPESTRE BOSQUES DE|40653
La Esperanza|LAS MANITAS||N 4
La Esperanza|LA ROSITA||LA ROSITA
La Esperanza|KM 1 SALIDA VILLA DE LEIVA||KM 1 SALIDA VILLA DE LEIVA
La Esperanza|LA ESPERANZA||LA ESPERANZA
Tras del alto|LA PEDRERA|LC 6|LA PEDRERA
La Esperanza|KM 1 SALIDA VILLA DE LEIVA|LC 27 VILLA CAMPESTRE BOSQUES DE|40661
Tras del alto|PAYANDE|LA LUCHA|PAYANDE
Tras del alto|SAN FRANCISCO|EL CEBADERO|SAN FELIPE
Tras del alto|LA MESETA||TERRENO
La Esperanza|BUENAVISTA|EL MILAGRO|ACUARIO
La Esperanza||NUESTRO TESORO|LA MEDIA LUNA
Runta Parte Alta|||10584
Chorro Blanco - La Primavera|SAN VICENTE|REPETIDORA|10543
Runta|LA UNION||30223
Chorro Blanco - La Primavera|LA ACACIA||10032
La Esperanza|JUNIN||HERMITANO
La Esperanza|KM 1 SALIDA VILLA DE LEIVA|LC 27 VILLA CAMPESTRE BOSQUES DE|BOSQUE DE FLORENCIA
La Esperanza|JUNIN||EL RETAZO
La Esperanza|EL ARRABAL|EL ARRABAL|EL DESIERTO
undefined||EL CEDRO EL ALISO|40286
Runta|KR 12 14 164 S|EL NARANJO|31585
Runta||LA UNION|30253
Tras del alto|SAN MARCOS||SAN MARCOS
Tras del alto|EL CEBADERO|EL ARRABAL|EL CEBADERO
Tras del alto|SAN ALFONSO|LA MESETA|SAN ALFONSO
Tras del alto||BUENAVISTA|LC 2
Tras del alto|LC 6||EL PARAISO
Tras del alto||LA REFORMA|LA CALERA
Tras del alto||LC 3|PATIO BONITO
Tras del alto|LC 6||CENTRO DE SALUD
Tras del alto|LC 6|LA MESETA|CA BLANCA
Tras del alto|LC 6||EL COLUMPIO
La Esperanza|BUENAVISTA|LC 3|NUEVO MILENIO
La Esperanza||LC 27 VILLA CAMPESTRE BOSQUES DE|40641
La Esperanza||LC 27 VILLA CAMPESTRE BOSQUES DE|40640
Tras del alto|LC 6||SAN VICENTE
Tras del alto|LC 6|LA LUCHA|MZO BAJO PORTUGAL
Runta Parte Alta|||30066
Runta|LOS JOVALITOS|TRAYECTO 12|31707
Chorro Blanco - La Primavera||PENA NEGRA|10407
Chorro Blanco - La Primavera|EL SALITRE GRANDE|SAN JUAN|10247
Runta Parte Alta|LA PIEDRA||30120
Runta Parte Alta|VILLA NATIVIDAD|EL CURUBAL|30114
Chorro Blanco - La Primavera|EL ARRABAL|EL ARRABAL|10298
Chorro Blanco - La Primavera|LA LAGUNA|EL ARRABAL|10299
Baron Gallero||SAN FRANCISCO|20047
Chorro Blanco - La Primavera|MENORIA||10362
Chorro Blanco - La Primavera|||10095
Baron Germania|EL ARRABAL|EL ARRABAL|20040
Runta|||30282
Runta Parte Alta|||10567
Baron Germania|||20631
Baron Germania|||20461
Chorro Blanco - La Primavera|LA ACACIA||10489
Chorro Blanco - La Primavera|||10346
Chorro Blanco - La Primavera||EL ARRABAL|10455
Baron Germania|SCIR OA|EL ARRABAL|20521
Chorro Blanco - La Primavera|LA FRONTERA||10431
Tras del alto|LA MESETA||LA MESETA
La Esperanza|ARBOLOCI|EL ARRABAL|ARBOLOCI
Tras del alto|CUEVA DEL ZORRO||CUEVA DEL ZORRO
Tras del alto|LC 6||40606
La Esperanza|JUNIN||VILLA SANTA
Runta Parte Alta|LA CUADRA||31926
Tras del alto|LA SIERRA|EL LLANO|LA SIERRA
Tras del alto||SAN MIGUEL|40604
Tras del alto|FLORENCIA|EL LLANO|EL ANGELITO
Tras del alto|FLORENCIA|EL ARRABAL|PORTUGAL
Tras del alto|EL LLANO|SAN MIGUEL|EL RECUERDO
Tras del alto|EL TRIANGULO|CUEVA DEL ZORRO|EL TRIANGULO
La Esperanza|EL PICACHO|TRAS DEL ALTO|EL PICACHO
La Esperanza|EL ROSAL|EL ARRABAL|EL ROSAL
Tras del alto|SAN RAFAEL|EL LLANO|SAN ANTONIO
Tras del alto|SAN RAFAEL|EL LLANO|SAN RAFAEL
Tras del alto|LA LUCHA||LA LUCHA
Tras del alto|LC 6|LAS LOMITAS|LAS VIGAS
La Esperanza||EL PICACHO|VILLA MARIA UNO LT 2
Tras del alto||SAN CAYETANO|LAS COLONIAS
Tras del alto|EL CEBADERO||VILLA ROSITA
Tras del alto|LA ISLA|EL CEBADERO|LA ISLA
Tras del alto|AIRE EL ESPINO||EL CARARE
Tras del alto|FLORENCIA|LA LUCHA|FLORENCIA
Tras del alto|LA LUCHA|SAN RAFAEL|SAN PEDRO
Tras del alto|FLORENCIA|RL MZITO|SAN ISIDRO
Tras del alto|FLORENCIA|SAN MIGUEL|EL TRIUNFO
Tras del alto|EL LLANO|EL ARRABAL|EL LLANO
Tras del alto|VALPARAISO||VALPARAISO
Runta Parte Alta|VILLA NATIVIDAD||30847
Baron Germania|||20002
Baron Germania||EL ARRABAL|20025
Baron Germania||EL ARRABAL|20027
Runta Parte Alta|EL CURUBAL|VILLA NATIVIDAD|30116
Runta Parte Alta|EL CURUBAL||30202
Porvenir|||50309
Tras del alto|LC 6||LA PROVIDENCIA
Tras del alto|EL PAJAR||EL PAJAR
Tras del alto|EL GUAYABITI||EL GUAYABITI
Runta|||31950
Runta||CA VADA RUNTA|30437
Runta||LA GRANJA|30708
Runta|||30651
Runta|KR 14 20 540 S||31463
Runta|EL LLANO||31842
Runta|EL CAMPAMENTO VD RUNTA|EL LLANO|30342
La Esperanza|EL ARRABAL|EL ARRABAL|AV 29 154 501
Tras del alto|EL GUAYABITI||SAN CARLOS
Runta|EL LLANO||30337
Runta|||30336
Tras del alto||EL PLANETARIO|EL PENCO SECT BARBOSA
Tras del alto|MEDIA LUNA|SAN FRANCISCO|MEDIA LUNA
Tras del alto|EL PLANETARIO|EL CEBADERO|EL PLANETARIO
Runta|EL LLANO||31016
Runta||KR 14 20 540 S|31462
Porvenir|||50314
Tras del alto|EL TEJAR||EL TEJAR
Tras del alto||LA ALAMEDA|EL PENCO
Runta||EL NARANJO|30458
Porvenir|||50321
Porvenir|||50323
Porvenir|||50803
Runta|EL NARANJO|KR 12 14 164 S|31724
Runta|KR 4 7 353 S||31652
Runta||LA GRANJA|31691
Runta|||31555
Runta||SAN ANTONIO BALCONCITO|31547
Runta|KR 4 7 353 S||31649
undefined|KR 4 7 353 S||31642
Runta|||31552
undefined|KR 4 7 353 S||31644
Runta|KR 12 14 164 S|EL NARANJO|31725
Runta||SAN ANTONIO BALCONCITO|31543
Porvenir|VIA TRAS DEL ALTO|TV 18 20 94|VIA TRAS DEL ALTO
Porvenir|||50418
Porvenir|||50475
Tras del alto|TV 18 20 94|CA TECHO ROJO PUERTA NEGRA EN ESCALONES|CA PAREDES BLANCAS TECHO DETERIORADO
Runta Parte Alta|VILLA NATIVIDAD||30633
Runta Parte Alta|VILLA NATIVIDAD||31906
Runta Parte Alta|VILLA NATIVIDAD||31179
Runta Parte Alta|VILLA NATIVIDAD||31180
undefined|||31624
Runta Parte Alta|VILLA NATIVIDAD||30176
Runta Parte Alta||EL CURUBAL|30151
Tras del alto|EL PAJAR|LA FLORIDA|VILLA LILA
Tras del alto|EL PAJAR|TV 18 20 94|LA CASONA
Tras del alto|TV 18 20 94|EL ARRABAL|LOS APOCENTOS
Tras del alto|LAS TERRAZAS||LA CANTERA DEL TRIANGULO
Runta Parte Alta|||31936
undefined||LAS CABANAS|31355
La Cabaña-Runta||LA GRANJA|31815
Runta Parte Alta|||31641
Runta Parte Alta|||31356
Runta Parte Alta|||31426
Runta Parte Alta|||31799
Runta Parte Alta|||31921
Runta Parte Alta|||31661
Runta Parte Alta|||31111
Runta Parte Alta|||31187
Runta Parte Alta|||31227
Runta Parte Alta|||31078
Runta Parte Alta|||31670
undefined|||31084
undefined||VIAS|31251
undefined|||31660
Tras del alto|EL TABLON|LA MESETA|EL TABLON
undefined|||21316
Runta Parte Alta|||31219
Runta Parte Alta|LA QUIN||30054
Runta Parte Alta||SOL Y SOMBRA|31351
Runta Parte Alta|||31276
Runta Parte Alta||EL POTRERITO|31095
Runta Parte Alta||EL DIAMANTE|31949
Pirgua|||21341
Pirgua|||20890
Pirgua|||21230
Pirgua|EL RECREO||21308
Pirgua|||20425
Pirgua||EL RECREO|20097
Pirgua|||20083
Pirgua|||21071
Pirgua|||21169
La Hoya||EL ARRABAL|40314
La Hoya|||40383
Baron Gallero|CA|EL ARRABAL|20418
Chorro Blanco - La Primavera|LA ACACIA|EL ALIZAL|10048
Baron Gallero|COREA|EL EDEN|20098
Baron Gallero||LAS MANITAS|20338
Baron Gallero|CA|COREA|20141
Baron Gallero|COREA|CA|20284
Baron Gallero|EL EDEN|LLANITO|20110
Baron Gallero|EL EDEN|COREA|20103
Baron Gallero|COREA|EL ARRABAL|20564
Baron Germania|||20615
Baron Gallero|SAN JOSE|LAS MANITAS|30014
La Lajita||LA PALMA|30075
Chorro Blanco - La Primavera|QUEBRADA HONDA|EL CAMPAMENTO VD RUNTA|10604
Chorro Blanco - La Primavera|LA FRONTERA||10491
La Hoya||LA VILLA|40291
Chorro Blanco - La Primavera|EL CAMPAMENTO VD RUNTA||10098
Baron Gallero|||20642
Baron Gallero||SAN JUAN|20199
La Hoya||EL RAQUE|40192
Chorro Blanco - La Primavera|EL ARRABAL|EL ARRABAL|10487
La Hoya|SAN CAYETANO|LA HOYA|40198
La Hoya||LA VILLA|40215
La Hoya|SAN FRANCISCO|EL RAQUE|40222
Baron Gallero|EL EDEN|LLANITO|20109
Baron Gallero|COREA|CA|20301
La Cabaña-Runta||EL ARRABAL|31422
La Cabaña-Runta|||31821
Chorro Blanco - La Primavera|SAN ALFONSO 2|EL ARRABAL|10367
Pirgua|LA VILLITA||21220
Pirgua|LA VILLITA||21221
Pirgua|||20793
Pirgua||LOS ALPES LO 7|20451
Pirgua|EL CERCADO 2||21357
Pirgua||EL CERCADO 2|21363
Pirgua|EL CERCADO 2||21364
Pirgua||CASABLANCA|21358
La Colorada||KR 6 75 53|21025
La Colorada||LOS EUCALIPTUS|21193
La Colorada|||21119
La Colorada|LOS CAMBULOS||21256
La Cascada||SAN JOSE|20528
La Cascada|||21115
La Cascada|||20518
La Cabaña-Runta|||30555
La Cabaña-Runta|||31020
La Cabaña-Runta||LA CABANA LC 3|31892
La Cabaña-Runta|||31960
La Cabaña-Runta|||31057
La Cabaña-Runta|LT 18|VIAS|31653
La Cabaña-Runta|||31155
La Cabaña-Runta||VIAS|31158
La Cabaña-Runta|||31453
La Cabaña-Runta|VIAS||31401
La Cabaña-Runta|||31049
La Cabaña-Runta|||31794
La Cabaña-Runta||LA ESPERANZA|30797
undefined||VIA ACCESO|31113
La Cabaña-Runta|EL RESCATE|EL RETIRO|31894
La Cabaña-Runta|||31021
La Cabaña-Runta|MARATEA||30531
La Cabaña-Runta|||31153
La Cabaña-Runta|LA GRANJA||31980
La Colorada||LOS EUCALIPTUS|21391
La Cabaña-Runta|||EL MIRADOR
Runta||LOS JOVALITOS|EL RECREO
Runta|||EL CEREZO 1
La Hoya|SAN FRANCISCO||SAN FRANCISCO
Runta Parte Alta|TERRENO|LA PIEDRA|EL VOLCAN
Runta Parte Alta|VILLA NATIVIDAD||LOS ENRAZADOS
Runta Parte Alta|VILLA NATIVIDAD|EL CURUBAL|LA CUCHARITA
Runta Parte Alta|||LOS NARDOS
Runta Parte Alta|||EL PORVENIR
Runta Parte Alta|||EL RINCON
Runta Parte Alta|||SAN MARTIN
Runta Parte Alta|||EL BOQUERON
Runta|LC 4|EL CAMPAMENTO VD RUNTA|LC 4
Runta Parte Alta|EL MORAL|LA PALMA|LAS ACACIAS
Runta Parte Alta|LA UNION|LA PALMA|LA LOMITA
Runta|LOS JOVALITOS|TRAYECTO 12|SAN DIEGO
Runta|TRAYECTO 12||LC
Runta Parte Alta|LA PALMA|EL MORAL|LA PALMA
Runta|LT 10||LT 10
Runta|LT 10||VILLA MARIA
Runta Parte Alta|LA UNION||LA UNION LA PLAYA
Runta|LA UNION|PITALITO|LA PLANADA
Runta Parte Alta|EL MORAL|LA PALMA|EL MORAL
Runta Parte Alta|LA CUADRA||LOS LAURELES
Runta Parte Alta|LAS MANITAS|LA CUADRA|LAS MANITAS
Runta Parte Alta|LA UNION|PITALITO|POCOALI
Runta Parte Alta|LA CUADRA||EL SL
Runta||LOS JOVALITOS|SANTA ROSITA
La Hoya||EL ARRABAL|MONIQUIRA
La Hoya||LA CABAA|LOS SAUCES
La Hoya||EL TUNAL|EL TOBO
La Hoya|LA VIOLETA|LA HOYA|LA VIOLETA
Runta||KR 12 14 164 S|KR 11 18 200 S
Runta|KR 4 7 353 S|KR 4 4 407 S|KR 5A 7 361 S RUNTA
Runta|KR 12 14 164 S||EL CLIMACO 2
Runta|||KR 13 11 14 S LC 3
Runta|VILLA CECILIA LC 2|KR 12 14 164 S|LA ROCA
Runta|KR 4 7 353 S||KR 4 7 353 S
Runta|||KR 13 11 22 S LC 12
Runta||LOS JOVALITOS|SANTA ROSITA
Runta|LA UNION|EL LAURELITO|SAN FRANCISCO
Runta|LOS JOVALITOS|TRAYECTO 12|LOS JOVALITOS
Runta||LT 10|SANTA ROSITA
Runta|EL ALJIBE||MJ
Runta|LA UNION|TRAYECTO 12|LA CANADITA
Runta|EL ALJIBE||SAN RAFAEL
Runta Parte Alta|EL MORAL|LAS MANITAS|LA ARENERA
Runta|LA UNION||LA UNION
Runta|LA UNION||LA AURORA
Runta||EL ALJIBE|LA PALMITA
Runta|||EL DANUBIO
Runta|||EL ESPINO
La Lajita|EL SALTO||XXX
Runta|LOS ENCENILLOS||LA CIRAGUATA
Runta|LOS ENCENILLOS||BUENAVISTA
Runta Parte Alta||VILLA NATIVIDAD|LA ILUSION
Runta Parte Alta|||MATA DE PAJA
Runta Parte Alta|LA PIEDRA||LA PIEDRA
Runta Parte Alta|TERRENO|PITALITO|PATIO BONITO
Runta Parte Alta||EL CURUBAL|LA CANTERA
Runta Parte Alta|TERRENO|PITALITO|LA ESTANCIA
Runta Parte Alta|TERRENO|PITALITO|LA RAFA
Runta Parte Alta|EL CURUBAL||PIEDRA BLANCA Y LA PENA
Runta Parte Alta|TERRENO|PITALITO|EL PLN
Runta Parte Alta||EL CURUBAL|EL CURUBAL
Runta Parte Alta||EL CURUBAL|EL CURUBAL
Runta Parte Alta||EL CURUBAL|EL CURUBAL
Runta Parte Alta|VILLA NATIVIDAD|EL CURUBAL|SAN ANTONIO
Runta|LOS ENCENILLOS||LOS ENCENILLOS
Runta|EL CAMPAMENTO VD RUNTA|EL ARRABAL|LAS LAGUNITAS
Runta|TRAYECTO 12||TRAYECTO 12
Runta Parte Alta|LA UNION|TRAYECTO 12|EL CARACOL
Runta Parte Alta|LA UNION||EL ALTO DEL PORTACHUELO
Runta Parte Alta|EL ALTO DEL MORAL||LC 12 SANTA MARIA
Runta Parte Alta|EL ALTO DEL MORAL|EL MORAL|SANTA ANA
La Hoya|B||LT 11
Baron Gallero|LA PIEDRA DE LA MESA|AGUA CALIENTE|LA PIEDRA DE LA MESA
La Lajita|MJ||MJ
La Lajita|EL CARMEN|BUENOS AIRES|LA PENA
Runta|LA CANADA DE SILVIA CHIQUITA||CASTELAMAR
Runta Parte Alta|EL ALTO DEL MORAL|EL MORAL|SAN ALBERTO
Runta|EL ALJIBE||LA PRADERA
Runta Parte Alta|LA CUADRA|LAS MANITAS|LC 2
Runta Parte Alta|PITALITO|LA UNION|LEITO
Runta|LT 10|LOS JOVALITOS|EL PINO
Runta Parte Alta|SAN IGNACIO|LAS MANITAS|SAN IGNACIO
Runta|LOS JOVALITOS|TRAYECTO 12|EL RUBI
La Lajita|SAN JOSE|TINJACA|MENGLEDIA
Runta|EL CAMPAMENTO VD RUNTA|LC 4|LA MELGA
Runta|EL ALJIBE|EL CAMPAMENTO VD RUNTA|LOS CEREZOS
Runta|EL ALJIBE|EL CAMPAMENTO VD RUNTA|FUEGO VERDE
Runta|EL ALJIBE|EL CAMPAMENTO VD RUNTA|EL DUBAN
Runta|EL ALJIBE|EL CAMPAMENTO VD RUNTA|SAN ALEJO
Runta|EL ALJIBE|EL CAMPAMENTO VD RUNTA|EL RANCHITO
Runta|EL CAMPAMENTO VD RUNTA|EL ALJIBE|EL LAUREL
Runta||TRAYECTO 12|LA SALVIA
Runta||TRAYECTO 12|LAS SALVIAS
La Lajita|SAN JOSE|EL ARRABAL|EL TESORITO
La Lajita||EL MANANTIAL|LA YERBABUEBA
La Lajita|EL MANANTIAL|EL MORTINO|SAN ISIDRO
La Lajita||EL MANANTIAL|LA PUNTILLA
La Lajita||EL MANANTIAL|EL JAZMIN SAN JOSE
La Lajita||EL MANANTIAL|MONSERRATE
La Lajita|EL MORTINO|EL MANANTIAL|LA PENA DE LAS BRUJAS
La Lajita||EL MIRADOR|EL REFUGIO
La Lajita||EL MANANTIAL|LA ILUSION
La Lajita|EL MANANTIAL|EL MORTINO|LC
La Lajita|EL CARMEN|EL MORTINO|EL CARMEN
La Lajita|EL SALTO||EL SALTO
La Lajita|SAN JOSE|LAS MANITAS|EL CEREZO
La Lajita|LAS MANITAS|EL VOLADOR|LA CABANA
La Lajita|SAN JOSE|LAS MANITAS|EL PORVENIR
La Lajita|LAS MANITAS|EL SALTO|LA CAJITA
La Lajita|SAN JOSE|LAS MANITAS|CABANA SEGUNDA
La Lajita|LAS MANITAS|LA PI|LAS MANITAS
La Lajita|EL SALTO|EL ARRABAL|POZO AZUL
La Lajita|EL CARMEN|BUENOS AIRES|LA PENITA
La Lajita|EL MORTINO|EL MANANTIAL|SAN AGUSTIN
La Hoya|LOS ALISOS||EL PILOTAJE
La Lajita|EL CURUBAL||EL CURUBAL
La Lajita|EL MANANTIAL|EL MORTINO|LC
La Lajita|EL CURUBAL|LA PALMA|XXX
La Hoya||LOS ALISOS|EL LUCERO
Runta|EL CAMPAMENTO VD RUNTA|EL ARRABAL|XXX
Runta|EL CAMPAMENTO VD RUNTA||MJ
Runta|EL CAMPAMENTO VD RUNTA|EL ARRABAL|LC 3
Runta|EL CAMPAMENTO VD RUNTA|EL ARRABAL|LC 1
Runta|EL CAMPAMENTO VD RUNTA|EL ARRABAL|EL PARAMO
Runta|EL CAMPAMENTO VD RUNTA|EL ARRABAL|LT 5
Runta|EL CAMPAMENTO VD RUNTA|EL ARRABAL|LT 6
Runta|LOS ENCENILLOS||LOS ENCENILLOS
La Hoya|SAN CAYETANO|EL ARRABAL|SAN CAYETANO
La Hoya|LA PLAYA|LA CABAA|LA PROVIDENCIA CINCO
La Hoya|LA CABAA|LA PLAYA|LA PRIMAVERA LA HOYA
La Hoya|LA PLAYA|SAN CAYETANO|EL CERRITO
La Hoya|LA CABAA|LA PLAYA|BUENAVISTA
La Hoya|LA PLAYA|LA CABAA|LA PROVIDENCIA CUATRO
La Hoya|LA PLAYA|SAN CAYETANO|FLORIDABLANCA
La Hoya|LA PLAYA|SAN CAYETANO|EL VERGEL
La Hoya|LA CABAA|LA PLAYA|LA CABAA
La Hoya|LA CABAA||PIEDECUESTA
La Hoya|LA PLAYA|LA CABAA|LA PLAYA
La Hoya|EL ESPINAL|EL CEDRO EL ALISO|EL ESPINAL
La Hoya|EL ALTO DEL MUERTO|EL ARRABAL|DOS
La Hoya|LA HOYA|EL ARRABAL|RUCHICAL
La Hoya|LA HOYA|EL ARRABAL|EL RETIRO
La Hoya|EL ALTO DEL MUERTO||EL PORVENIR UNO
La Hoya|LA HOYA|EL ARRABAL|LA PROVIDENCIA
La Hoya|LA HOYA|EL ARRABAL|SAN JUANITO
La Hoya|LA HOYA||DE TERRENO
Runta|EL CAMPAMENTO VD RUNTA|LA CANADA DE SILVIA CHIQUITA|EL TRIUNFO
Runta|PD BTS 10E017E||PD BTS 10E017E
Runta|EL CAMPAMENTO VD RUNTA|LOS ENCENILLOS|LOS ROMERITOS
Runta|LOS ENCENILLOS||SAN ISIDRO
Runta|EL CAMPAMENTO VD RUNTA|EL ARRABAL|ARGELIA
Runta|EL CAMPAMENTO VD RUNTA|LC 4|LAS LAGUNAS
Runta|EL ALJIBE|EL CAMPAMENTO VD RUNTA|EL ALJIBE
Runta|EL ALJIBE|EL CAMPAMENTO VD RUNTA|EL RECUERDO
Runta|EL ALJIBE|EL CAMPAMENTO VD RUNTA|EL PLACER
Runta|LOS ENCENILLOS||LOS ENCENILLOS
Runta|LOS ENCENILLOS||LOS ENCENILLOS
Runta|LA CANADA DE SILVIA CHIQUITA||LAS BRISAS
Runta|EL CAMPAMENTO VD RUNTA|EL ARRABAL|LOS ALIZOS
Runta|EL CAMPAMENTO VD RUNTA|LA CANADA DE SILVIA CHIQUITA|DE GASTOS
Runta|EL CAMPAMENTO VD RUNTA|LA CANADA DE SILVIA CHIQUITA|EL PARAMO
Runta|EL CAMPAMENTO VD RUNTA|LA CANADA DE SILVIA CHIQUITA|EL PARAMO LC 2
Runta|LA CANADA DE SILVIA CHIQUITA|EL CAMPAMENTO VD RUNTA|EL PARAMO LC 3
Runta|EL CAMPAMENTO VD RUNTA|LA CANADA DE SILVIA CHIQUITA|EL PARAMO
Runta|EL CAMPAMENTO VD RUNTA|EL ARRABAL|EL PARAMO LC 4
Runta|EL CAMPAMENTO VD RUNTA|EL ARRABAL|EL PARAMO LC 1
